id,Temperature,Humidity,Wind Speed,Precipitation,Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility,Location,target
6744,-9,62,8,63,overcast,983.09,0,Winter,3,mountain,Snowy
6745,43,86,43,87,overcast,991.56,8,Winter,1.5,inland,Rainy
6746,-7,99,1,51,overcast,991.85,0,Winter,3,mountain,Snowy
6747,-3,61,11.5,82,partly cloudy,999.56,0,Winter,3.5,mountain,Snowy
6748,-7,92,7,85,overcast,984.28,1,Winter,1.5,inland,Snowy
6749,13,93,8,64,partly cloudy,990.97,0,Spring,1.5,inland,Rainy
6750,22,63,14.5,93,overcast,997.29,0,Spring,3,mountain,Rainy
6751,24,62,7,40,overcast,1009.39,1,Spring,8.5,inland,Cloudy
6752,47,99,2,75,partly cloudy,1021.02,7,Autumn,4,inland,Sunny
6753,-11,69,14,52,cloudy,1094.52,4,Winter,9,coastal,Snowy
6754,21,67,17.5,77,partly cloudy,1005.65,3,Autumn,3.5,inland,Rainy
6755,30,58,2,35,cloudy,1180.39,11,Autumn,2,mountain,Snowy
6756,21,58,4,36,overcast,1014.12,2,Summer,8.5,mountain,Cloudy
6757,23,75,14.5,74,overcast,1013.33,3,Winter,1.5,coastal,Rainy
6758,28,96,15.5,71,partly cloudy,1008.96,2,Winter,1,coastal,Rainy
6759,47,77,2.5,81,clear,1026.25,0,Winter,11,mountain,Sunny
6760,41,83,1.5,88,clear,1015.85,4,Summer,3,inland,Sunny
6761,4,79,10,57,overcast,992.88,0,Winter,1.5,inland,Snowy
6762,34,63,7,77,overcast,997.25,1,Spring,3.5,inland,Rainy
6763,10,94,14,62,overcast,996.24,3,Summer,4,inland,Rainy
6764,33,22,8.5,15,clear,1020.11,11,Summer,6,inland,Sunny
6765,47,104,11,96,partly cloudy,1006.42,0,Autumn,9,mountain,Cloudy
6766,34,86,11,90,overcast,1014.39,0,Winter,4,coastal,Rainy
6767,3,81,7,76,overcast,995.79,1,Winter,2.5,inland,Snowy
6768,35,29,0,3,clear,1021.91,7,Winter,9.5,inland,Sunny
6769,23,55,13,40,partly cloudy,1000.59,2,Winter,7,coastal,Cloudy
6770,-13,82,5,109,partly cloudy,987.16,14,Winter,1.5,inland,Snowy
6771,-2,67,5,55,overcast,981.36,1,Winter,2,mountain,Snowy
6772,-4,80,8,84,overcast,990.41,0,Winter,3.5,mountain,Snowy
6773,10,49,2.5,63,partly cloudy,1090.76,5,Autumn,11.5,coastal,Sunny
6774,21,65,10,32,partly cloudy,1010.16,2,Summer,7,inland,Cloudy
6775,-8,84,19.5,89,overcast,985.27,1,Winter,3.5,mountain,Snowy
6776,12,72,8.5,92,overcast,1017.44,1,Spring,2.5,mountain,Rainy
6777,19,88,13,79,overcast,995.25,1,Spring,4,coastal,Rainy
6778,30,73,17.5,52,overcast,995.78,1,Summer,1,mountain,Rainy
6779,31,63,7.5,9,clear,1020.02,8,Summer,6.5,mountain,Sunny
6780,4,91,17.5,85,overcast,985.71,1,Winter,3.5,mountain,Snowy
6781,90,74,0,95,clear,1022.11,14,Spring,2,coastal,Sunny
6782,22,66,2,7,clear,1010.03,5,Winter,6.5,coastal,Sunny
6783,24,68,0.5,26,overcast,1013.91,2,Spring,7,inland,Cloudy
6784,31,65,7,82,partly cloudy,995.05,0,Summer,2,coastal,Rainy
6785,13,92,18,70,overcast,1008.62,1,Summer,2,coastal,Rainy
6786,21,96,16,56,partly cloudy,1019.2,2,Summer,2.5,mountain,Rainy
6787,24,62,4,11,partly cloudy,1006.02,4,Spring,9,coastal,Cloudy
6788,42,44,6.5,16,clear,1010.62,10,Winter,6.5,inland,Sunny
6789,20,60,2.5,15,clear,1027.21,11,Spring,6,mountain,Sunny
6790,15,63,9.5,26,partly cloudy,1013.94,1,Winter,8,coastal,Cloudy
6791,14,70,8,66,overcast,993.43,0,Summer,3,inland,Rainy
6792,17,59,3.5,41,partly cloudy,1015.78,2,Winter,6,mountain,Cloudy
6793,15,81,9,60,overcast,1013.23,0,Autumn,2.5,coastal,Rainy
6794,18,38,4.5,63,overcast,804.06,1,Spring,17,inland,Rainy
6795,36,64,7.5,6,clear,1010.63,6,Spring,8,inland,Sunny
6796,11,74,6.5,45,partly cloudy,1017.15,1,Summer,7,inland,Cloudy
6797,27,55,6.5,10,clear,1025.76,11,Spring,9,inland,Sunny
6798,37,41,0.5,17,clear,1027.52,7,Spring,7,inland,Sunny
6799,-6,70,3.5,82,partly cloudy,996.19,1,Winter,4,mountain,Snowy
6800,-8,72,5,96,partly cloudy,1086.64,1,Summer,18.5,mountain,Sunny
6801,28,48,8.5,14,clear,1010.68,8,Winter,6,inland,Sunny
6802,47,99,9.5,102,overcast,1013.16,5,Winter,2,inland,Rainy
6803,24,53,2.5,71,cloudy,879.71,5,Summer,2.5,mountain,Sunny
6804,24,100,14.5,70,partly cloudy,1011.68,4,Autumn,2,coastal,Cloudy
6805,21,70,11.5,13,partly cloudy,1014.69,3,Spring,8.5,mountain,Cloudy
6806,23,92,6.5,63,overcast,997.02,1,Winter,5,coastal,Rainy
6807,23,86,12,52,partly cloudy,1006.72,0,Spring,3,coastal,Rainy
6808,23,67,13,15,overcast,1013.31,2,Autumn,9,coastal,Cloudy
6809,40,23,4,4,partly cloudy,1013.37,8,Summer,8,mountain,Sunny
6810,11,70,5.5,92,overcast,1018.07,2,Winter,2.5,inland,Rainy
6811,48,96,18,74,overcast,1016.03,11,Summer,0.5,inland,Rainy
6812,26,62,0,10,partly cloudy,1018.41,2,Spring,7.5,mountain,Cloudy
6813,26,74,3.5,32,overcast,1002.49,1,Winter,8.5,coastal,Cloudy
6814,-10,84,14,96,partly cloudy,981.21,0,Winter,1.5,mountain,Snowy
6815,18,74,9,32,overcast,1017.4,2,Autumn,8.5,coastal,Cloudy
6816,-8,62,16,65,overcast,993.13,1,Winter,2,inland,Snowy
6817,32,63,6,41,partly cloudy,1005.1,4,Autumn,9,coastal,Cloudy
6818,21,96,11.5,70,overcast,1013.99,1,Winter,4,inland,Rainy
6819,-3,61,1.5,50,overcast,990.06,1,Winter,4,mountain,Snowy
6820,31,42,4,5,clear,1015.4,7,Autumn,7.5,mountain,Sunny
6821,42,85,14,81,overcast,1019.37,1,Spring,8,coastal,Cloudy
6822,3,95,1,81,partly cloudy,992.39,1,Winter,2.5,mountain,Snowy
6823,15,85,16.5,93,overcast,1010.45,3,Spring,3,mountain,Rainy
6824,49,57,4,31,cloudy,877.81,3,Summer,3.5,coastal,Snowy
6825,-4,93,1,60,overcast,991.4,1,Winter,2.5,inland,Snowy
6826,-4,71,0.5,99,overcast,997.13,0,Winter,2.5,mountain,Snowy
6827,0,104,10.5,94,overcast,999.07,0,Winter,1.5,inland,Snowy
6828,28,31,2.5,4,clear,1021.62,6,Spring,8.5,mountain,Sunny
6829,24,58,0.5,17,overcast,1015.72,4,Summer,7.5,coastal,Cloudy
6830,28,54,1,41,partly cloudy,1014.57,1,Winter,6,coastal,Cloudy
6831,33,23,0.5,9,clear,1029.52,11,Autumn,7,coastal,Sunny
6832,37,104,2,77,partly cloudy,1012.59,11,Summer,10.5,inland,Sunny
6833,-10,91,16.5,85,overcast,996.48,1,Winter,2.5,mountain,Snowy
6834,16,60,12,48,partly cloudy,1019.86,4,Winter,7.5,coastal,Cloudy
6835,8,54,10.5,86,overcast,1198.41,9,Autumn,11.5,inland,Sunny
6836,28,58,0,38,partly cloudy,1016.48,2,Autumn,5.5,mountain,Cloudy
6837,-6,67,4.5,70,overcast,994.95,1,Winter,3.5,mountain,Snowy
6838,21,81,7.5,98,overcast,1008.43,0,Winter,1.5,coastal,Rainy
6839,-9,70,15.5,85,overcast,982.06,0,Winter,4,inland,Snowy
6840,16,56,5.5,68,overcast,916.04,10,Spring,14.5,mountain,Rainy
6841,25,67,1.5,28,overcast,1016.65,2,Spring,8.5,mountain,Cloudy
6842,62,109,22,102,partly cloudy,990.28,9,Winter,3.5,coastal,Rainy
6843,29,44,1,14,clear,1027.36,8,Winter,5.5,mountain,Sunny
6844,25,53,1,6,partly cloudy,1023.49,8,Autumn,8.5,coastal,Sunny
6845,0,78,15,97,overcast,982.77,0,Winter,2,mountain,Snowy
6846,26,75,0,92,overcast,1002.58,0,Winter,9.5,inland,Cloudy
6847,39,50,5.5,10,clear,1025.01,8,Summer,6.5,mountain,Sunny
6848,42,67,8.5,0,clear,1016.96,6,Summer,6,inland,Sunny
6849,47,84,44.5,85,overcast,992.26,2,Winter,2,coastal,Rainy
6850,-6,99,10,77,overcast,988.12,0,Winter,2.5,inland,Snowy
6851,-11,75,3,56,cloudy,989.74,1,Spring,17,mountain,Cloudy
6852,18,52,5,25,partly cloudy,1014.04,4,Winter,7,inland,Cloudy
6853,28,63,17,78,partly cloudy,1015.86,0,Summer,4.5,mountain,Rainy
6854,1,98,6.5,96,partly cloudy,986.88,0,Winter,4.5,mountain,Snowy
6855,31,74,5.5,75,partly cloudy,994.68,2,Autumn,4,mountain,Rainy
6856,14,68,16,59,partly cloudy,1004.21,0,Spring,3.5,coastal,Rainy
6857,17,101,13.5,82,partly cloudy,1003.32,6,Winter,6,coastal,Cloudy
6858,-4,84,16.5,52,overcast,994.16,0,Winter,5,mountain,Snowy
6859,18,54,13.5,43,overcast,1014.61,2,Winter,7.5,mountain,Cloudy
6860,-8,76,18,89,overcast,983.43,0,Winter,3,mountain,Snowy
6861,41,85,10,99,partly cloudy,1020.65,0,Summer,4.5,coastal,Sunny
6862,13,20,3.5,35,cloudy,1056.62,1,Spring,1,inland,Rainy
6863,34,29,5.5,13,clear,1027.83,5,Spring,7.5,inland,Sunny
6864,21,60,17.5,84,overcast,1018.89,0,Summer,3,inland,Rainy
6865,43,72,10.5,16,overcast,866.53,9,Spring,18,coastal,Snowy
6866,27,93,6.5,80,partly cloudy,1002.11,3,Autumn,1.5,mountain,Rainy
6867,17,95,15,57,overcast,1009.1,2,Autumn,4.5,inland,Rainy
6868,19,77,15,88,overcast,1012,0,Autumn,4.5,inland,Rainy
6869,21,73,11.5,85,overcast,1006.09,2,Spring,5.5,inland,Rainy
6870,-10,67,14,89,partly cloudy,992.78,1,Winter,4,inland,Snowy
6871,-6,40,8,75,cloudy,1105.31,5,Autumn,5,coastal,Rainy
6872,11,33,3,90,overcast,1065.17,11,Autumn,3,inland,Snowy
6873,28,49,0,6,partly cloudy,1019.81,10,Summer,9.5,mountain,Sunny
6874,-1,64,11,95,overcast,987.04,1,Winter,2,inland,Snowy
6875,20,76,14.5,80,overcast,1019.07,1,Spring,3,mountain,Rainy
6876,1,87,10,92,overcast,998.22,0,Winter,2,inland,Snowy
6877,13,70,15.5,82,overcast,1010.3,3,Autumn,3,mountain,Rainy
6878,-3,67,5.5,98,overcast,992.87,1,Winter,2.5,inland,Snowy
6879,34,61,11,69,overcast,1176.47,10,Summer,0.5,coastal,Rainy
6880,34,37,9.5,7,partly cloudy,1025.83,11,Summer,7.5,inland,Sunny
6881,4,83,2.5,88,partly cloudy,982.62,0,Winter,3,inland,Snowy
6882,26,65,6,28,overcast,1001.34,1,Summer,6,mountain,Cloudy
6883,26,38,9.5,19,clear,1014.32,7,Winter,6.5,inland,Sunny
6884,25,49,8.5,17,clear,1018.99,9,Spring,9.5,mountain,Sunny
6885,22,80,13.5,75,overcast,1019.13,0,Summer,2.5,mountain,Rainy
6886,0,69,7.5,83,overcast,992.99,0,Winter,2,mountain,Snowy
6887,24,60,7,21,partly cloudy,1007.33,2,Spring,8,inland,Cloudy
6888,-6,73,14,58,overcast,996.69,0,Winter,4,mountain,Snowy
6889,10,70,9,55,overcast,1007.01,1,Spring,3,inland,Rainy
6890,25,32,9,19,partly cloudy,1028.76,8,Summer,7,inland,Sunny
6891,19,64,6,46,overcast,1001.14,3,Winter,6,mountain,Cloudy
6892,39,29,4,19,clear,1023.55,8,Autumn,8.5,coastal,Sunny
6893,31,74,14.5,59,overcast,1015.54,2,Autumn,5,mountain,Rainy
6894,20,64,9,41,cloudy,837.98,0,Summer,2.5,mountain,Snowy
6895,13,58,14.5,14,partly cloudy,1007.25,3,Winter,8.5,mountain,Cloudy
6896,26,63,0.5,40,partly cloudy,1011.27,1,Winter,7,inland,Cloudy
6897,71,107,19,85,clear,1021.56,3,Summer,5.5,mountain,Sunny
6898,13,83,7.5,89,overcast,1012.4,0,Summer,4.5,mountain,Rainy
6899,24,62,9,3,clear,1022.74,8,Spring,8.5,coastal,Sunny
6900,30,77,19,97,partly cloudy,1005.01,0,Winter,2,coastal,Rainy
6901,0,95,17.5,67,overcast,998.71,1,Winter,1.5,mountain,Snowy
6902,33,74,15.5,70,partly cloudy,1006.96,3,Autumn,2,inland,Rainy
6903,28,77,7,55,partly cloudy,1022.93,11,Summer,19.5,coastal,Snowy
6904,-1,61,13,69,overcast,980.53,1,Winter,2,mountain,Snowy
6905,-8,75,7.5,58,overcast,993.83,0,Winter,1.5,mountain,Snowy
6906,-23,81,27.5,74,partly cloudy,981.72,8,Winter,5.5,mountain,Snowy
6907,8,40,10,73,overcast,1168.85,12,Spring,2,coastal,Snowy
6908,34,57,2,17,partly cloudy,1004.92,4,Summer,6,mountain,Cloudy
6909,-5,82,9,88,partly cloudy,997.16,1,Winter,4.5,inland,Snowy
6910,22,60,1.5,37,overcast,1006.87,1,Spring,8.5,coastal,Cloudy
6911,44,28,6,16,partly cloudy,1013.76,10,Spring,9,inland,Sunny
6912,31,73,14,83,overcast,996.35,2,Autumn,3,mountain,Rainy
6913,14,103,12.5,96,clear,1021.66,5,Winter,9,mountain,Sunny
6914,3,72,9,53,overcast,986.93,1,Winter,1.5,inland,Snowy
6915,43,42,7,17,clear,1028.86,8,Winter,5.5,coastal,Sunny
6916,35,50,7,16,clear,1021.36,9,Autumn,7.5,coastal,Sunny
6917,38,63,2.5,68,cloudy,1124.74,12,Spring,5.5,coastal,Cloudy
6918,32,61,13.5,47,partly cloudy,1003.38,4,Summer,5.5,coastal,Cloudy
6919,16,69,7.5,57,overcast,1017.01,2,Spring,2.5,inland,Rainy
6920,23,76,6.5,11,partly cloudy,1009.29,1,Winter,9,inland,Cloudy
6921,22,57,7.5,11,overcast,1004.21,4,Winter,8,mountain,Cloudy
6922,34,78,1,25,partly cloudy,1018.06,2,Spring,7.5,inland,Cloudy
6923,28,43,8,14,clear,1019.62,10,Spring,7.5,inland,Sunny
6924,1,88,1,70,partly cloudy,982.72,0,Winter,1.5,inland,Snowy
6925,47,51,5,56,overcast,867.94,13,Summer,4.5,inland,Rainy
6926,23,75,12,50,overcast,1006.07,0,Autumn,4.5,inland,Rainy
6927,20,77,9,21,overcast,1014.53,1,Summer,7.5,mountain,Cloudy
6928,-7,83,5,75,overcast,986.81,1,Winter,3.5,inland,Snowy
6929,30,37,14.5,20,overcast,952.28,11,Spring,3,coastal,Snowy
6930,1,98,2,81,overcast,980.59,0,Winter,2,inland,Snowy
6931,-2,67,2,98,overcast,998.14,0,Winter,4,inland,Snowy
6932,-3,95,3,65,partly cloudy,993.56,0,Winter,2,mountain,Snowy
6933,20,22,4.5,18,partly cloudy,1014.29,10,Summer,8.5,inland,Sunny
6934,28,46,6.5,4,clear,1011.76,9,Autumn,10,inland,Sunny
6935,28,78,9,67,overcast,1000.38,0,Spring,3.5,coastal,Rainy
6936,3,82,20,81,partly cloudy,981.42,1,Winter,5,mountain,Snowy
6937,-1,85,4,83,overcast,999.49,0,Winter,3,mountain,Snowy
6938,-2,65,14,95,partly cloudy,995.34,1,Winter,1.5,inland,Snowy
6939,25,79,11.5,42,overcast,1015.61,2,Winter,6.5,mountain,Cloudy
6940,20,83,16,105,clear,1021.94,4,Autumn,11.5,inland,Sunny
6941,-3,72,12,93,partly cloudy,990.1,1,Winter,1,inland,Snowy
6942,-10,30,9.5,57,cloudy,1156.96,12,Winter,1.5,coastal,Rainy
6943,-1,98,6.5,96,overcast,990.82,1,Winter,4.5,mountain,Snowy
6944,26,70,6.5,24,partly cloudy,1016.68,2,Summer,6,coastal,Cloudy
6945,13,49,2.5,49,cloudy,1058.18,12,Summer,18.5,inland,Snowy
6946,32,41,2.5,1,clear,1018.26,11,Summer,7.5,inland,Sunny
6947,1,88,3.5,55,partly cloudy,980.85,0,Winter,2.5,inland,Snowy
6948,-6,85,0.5,72,overcast,987.07,0,Winter,3.5,inland,Snowy
6949,4,107,5,83,overcast,980.48,8,Winter,2,inland,Snowy
6950,16,79,11,25,partly cloudy,1000.39,1,Summer,6,mountain,Cloudy
6951,18,79,15.5,95,partly cloudy,998.16,3,Summer,4.5,mountain,Rainy
6952,54,97,15,72,partly cloudy,1016.13,14,Winter,5.5,inland,Cloudy
6953,30,69,15.5,91,overcast,1005.42,2,Winter,2,coastal,Rainy
6954,41,50,1,3,partly cloudy,1018.91,9,Autumn,5.5,inland,Sunny
6955,29,51,3.5,11,clear,1020.29,11,Spring,6,mountain,Sunny
6956,31,73,11.5,86,overcast,1012.91,0,Spring,4,coastal,Rainy
6957,31,29,6,14,partly cloudy,1019.05,7,Winter,7.5,inland,Sunny
6958,28,41,1.5,82,cloudy,1026.06,8,Spring,14,coastal,Snowy
6959,23,79,13,82,overcast,997.71,1,Winter,2.5,inland,Rainy
6960,20,82,16.5,102,partly cloudy,998.73,14,Spring,0.5,mountain,Rainy
6961,29,80,6.5,97,overcast,1006.74,2,Autumn,4,mountain,Rainy
6962,-4,93,7,53,overcast,998.36,0,Winter,5,mountain,Snowy
6963,39,49,6,56,overcast,1124.18,11,Spring,3,mountain,Rainy
6964,-9,73,9,96,overcast,991.23,0,Winter,1.5,inland,Snowy
6965,-5,95,8.5,70,partly cloudy,997.74,1,Winter,4,mountain,Snowy
6966,34,57,6.5,12,partly cloudy,1001.34,1,Autumn,9,coastal,Cloudy
6967,27,61,8,78,overcast,991.21,0,Spring,3.5,coastal,Rainy
6968,26,103,13,101,overcast,1014.4,14,Spring,5,mountain,Rainy
6969,28,67,7,11,overcast,1006.94,1,Summer,7,mountain,Cloudy
6970,3,87,10,87,overcast,998.29,0,Winter,1,inland,Snowy
6971,18,57,10,26,partly cloudy,1009.45,3,Autumn,9,coastal,Cloudy
6972,-6,80,19.5,98,partly cloudy,986.28,1,Winter,2,mountain,Snowy
6973,41,50,10,1,clear,1018.16,11,Autumn,6,mountain,Sunny
6974,66,79,3.5,87,clear,1022.22,3,Spring,3,coastal,Sunny
6975,32,78,8,85,overcast,1006.8,2,Winter,2,coastal,Rainy
6976,22,69,6.5,61,partly cloudy,1009.33,2,Autumn,2.5,coastal,Rainy
6977,-4,72,15.5,52,overcast,986.24,0,Winter,1,mountain,Snowy
6978,28,45,1.5,8,clear,1010.8,7,Summer,6,mountain,Sunny
6979,23,78,11,38,partly cloudy,1000.22,3,Winter,5.5,coastal,Cloudy
6980,19,64,0.5,35,partly cloudy,1002.15,3,Summer,5,mountain,Cloudy
6981,-17,39,5,59,cloudy,945.06,8,Winter,2.5,coastal,Cloudy
6982,17,97,10,75,overcast,995.04,8,Winter,3.5,mountain,Rainy
6983,26,25,0.5,0,clear,1026.99,6,Spring,9.5,inland,Sunny
6984,34,52,7.5,4,clear,1016.28,9,Summer,8,mountain,Sunny
6985,-10,73,7.5,58,partly cloudy,987.46,0,Winter,4,mountain,Snowy
6986,30,63,9.5,75,overcast,1009.99,3,Summer,5,coastal,Rainy
6987,-14,60,12.5,14,overcast,1135.34,13,Spring,14.5,mountain,Rainy
6988,22,67,14,24,partly cloudy,1008.14,2,Autumn,8.5,inland,Cloudy
6989,23,63,6,61,overcast,996.36,0,Autumn,3.5,inland,Rainy
6990,21,26,3,13,partly cloudy,1013.94,11,Spring,6,coastal,Sunny
6991,29,66,0.5,2,clear,1011.57,7,Winter,10,inland,Sunny
6992,18,95,6,74,overcast,997.47,1,Winter,1,coastal,Rainy
6993,22,63,10,19,clear,1012.11,10,Spring,7.5,mountain,Sunny
6994,-10,87,12,73,partly cloudy,990.13,0,Winter,3,inland,Snowy
6995,31,59,2,1,clear,1013.86,10,Summer,10,mountain,Sunny
6996,32,69,6,81,overcast,1003.03,0,Summer,4.5,mountain,Rainy
6997,12,91,20,81,overcast,997.82,10,Autumn,2,mountain,Rainy
6998,-1,72,4.5,85,overcast,996.18,1,Winter,4,mountain,Snowy
6999,39,105,10.5,92,partly cloudy,1022.39,8,Summer,5,inland,Sunny
7000,21,73,12,77,clear,1029.51,4,Autumn,11.5,coastal,Sunny
7001,-5,56,0.5,65,partly cloudy,936.8,0,Spring,8,coastal,Snowy
7002,20,79,4,48,partly cloudy,1006.13,2,Spring,7.5,coastal,Cloudy
7003,20,58,14,20,partly cloudy,1007.93,1,Spring,6.5,coastal,Cloudy
7004,-10,97,15,94,overcast,986.95,1,Winter,2.5,inland,Snowy
7005,33,70,11,41,overcast,1006.4,4,Winter,6.5,inland,Cloudy
7006,-3,76,12,63,overcast,999.15,0,Winter,2,mountain,Snowy
7007,19,76,13,11,partly cloudy,1142.31,13,Winter,4.5,inland,Snowy
7008,21,87,18,84,overcast,996.33,0,Winter,3.5,inland,Rainy
7009,-10,98,7.5,97,overcast,984.16,1,Winter,3.5,mountain,Snowy
7010,44,68,2.5,11,clear,1025.66,5,Autumn,8.5,inland,Sunny
7011,-10,89,15,72,overcast,996.7,0,Winter,4.5,mountain,Snowy
7012,27,76,2,41,overcast,1015.92,2,Spring,5.5,mountain,Cloudy
7013,17,89,18,82,overcast,1010.8,0,Summer,3.5,coastal,Rainy
7014,35,64,3.5,16,clear,1018.53,5,Winter,7.5,inland,Sunny
7015,-3,85,17,58,partly cloudy,991.2,1,Winter,5,mountain,Snowy
7016,14,66,6.5,88,partly cloudy,1004.14,2,Spring,2.5,mountain,Rainy
7017,36,88,20.5,93,clear,1011.96,7,Summer,4,mountain,Sunny
7018,3,62,1.5,67,overcast,989.62,1,Winter,3,mountain,Snowy
7019,20,26,4.5,6,clear,1015.58,5,Spring,9.5,inland,Sunny
7020,91,82,17.5,81,clear,1013.62,13,Spring,2.5,inland,Sunny
7021,12,73,12.5,17,overcast,1010.3,3,Autumn,7,coastal,Cloudy
7022,32,68,9,28,partly cloudy,1006.39,1,Spring,9,inland,Cloudy
7023,32,66,8,24,overcast,1004.3,4,Autumn,5.5,coastal,Cloudy
7024,20,40,4.5,3,clear,1023.49,10,Summer,10,inland,Sunny
7025,34,90,14,81,partly cloudy,1017.21,2,Spring,1.5,mountain,Rainy
7026,34,82,19,85,clear,1025.38,1,Summer,4.5,inland,Sunny
7027,26,67,11.5,87,partly cloudy,1000.8,3,Spring,3,inland,Rainy
7028,4,84,11.5,93,overcast,985.66,3,Winter,3,mountain,Snowy
7029,29,59,15,38,partly cloudy,1010.16,1,Summer,6.5,inland,Cloudy
7030,13,61,8,93,partly cloudy,1006.88,2,Autumn,4.5,inland,Rainy
7031,-2,77,2,89,overcast,984.39,0,Winter,2,mountain,Snowy
7032,-3,92,7,74,partly cloudy,988.98,1,Winter,4,inland,Snowy
7033,10,67,8,47,overcast,1007.42,1,Summer,6,mountain,Cloudy
7034,32,56,7.5,18,partly cloudy,1010.12,3,Winter,8.5,inland,Cloudy
7035,-7,71,15.5,70,partly cloudy,981.62,1,Winter,4.5,inland,Snowy
7036,14,62,18,59,partly cloudy,1016.09,1,Autumn,3,mountain,Rainy
7037,-10,86,9.5,79,overcast,988.54,0,Winter,4.5,mountain,Snowy
7038,-8,97,7,65,overcast,986.4,0,Winter,4.5,mountain,Snowy
7039,45,23,3,73,overcast,999.13,0,Autumn,7,mountain,Snowy
7040,-2,70,13.5,50,overcast,996.16,1,Winter,3,mountain,Snowy
7041,54,109,13.5,83,partly cloudy,997.96,10,Spring,2,mountain,Rainy
7042,2,78,13,35,overcast,811.67,0,Autumn,8.5,inland,Rainy
7043,26,59,2.5,24,partly cloudy,1013.68,4,Winter,8.5,inland,Cloudy
7044,31,49,5.5,8,clear,1017.07,11,Autumn,6,coastal,Sunny
7045,-2,90,6,94,overcast,990.21,0,Winter,3.5,inland,Snowy
7046,-8,81,7,72,overcast,998.15,0,Winter,1,inland,Snowy
7047,27,68,9.5,45,partly cloudy,1000.05,4,Autumn,6.5,coastal,Cloudy
7048,24,85,18.5,68,partly cloudy,1003.73,1,Autumn,2,mountain,Rainy
7049,-6,82,10,90,overcast,985.04,0,Winter,1.5,inland,Snowy
7050,10,70,3.5,27,partly cloudy,1013.19,4,Winter,5,coastal,Cloudy
7051,7,95,13,84,overcast,1003.23,4,Spring,1.5,mountain,Rainy
7052,19,78,11.5,72,partly cloudy,995.28,11,Spring,3.5,inland,Rainy
7053,25,52,9.5,9,partly cloudy,1015.03,6,Spring,7.5,coastal,Sunny
7054,58,102,12.5,106,clear,1011.68,9,Winter,2.5,inland,Sunny
7055,14,80,9,82,overcast,996.79,1,Summer,2,mountain,Rainy
7056,-8,87,19.5,50,overcast,985.39,0,Winter,2.5,inland,Snowy
7057,20,81,7,93,overcast,998.77,3,Summer,4,coastal,Rainy
7058,37,60,0.5,14,clear,1017.11,8,Winter,7,mountain,Sunny
7059,28,71,6.5,48,overcast,1002.74,1,Autumn,8,inland,Cloudy
7060,15,76,37.5,73,overcast,1009.35,11,Autumn,2.5,inland,Rainy
7061,13,72,7,13,overcast,1015.68,3,Spring,6,inland,Cloudy
7062,3,72,3,98,overcast,992.97,1,Winter,2,inland,Snowy
7063,17,86,27.5,94,overcast,1019.99,14,Spring,6.5,inland,Rainy
7064,31,51,13.5,11,partly cloudy,1000.87,2,Autumn,6,coastal,Cloudy
7065,26,53,1,12,clear,1020.8,6,Winter,9.5,inland,Sunny
7066,27,62,13,97,partly cloudy,996.09,2,Summer,1.5,coastal,Rainy
7067,33,61,0.5,40,overcast,1013.71,3,Winter,7,inland,Cloudy
7068,17,65,5.5,16,overcast,1001.2,4,Winter,6.5,coastal,Cloudy
7069,29,56,15,46,partly cloudy,1018.04,1,Autumn,6.5,coastal,Cloudy
7070,25,53,0.5,37,partly cloudy,1002.8,1,Summer,8,coastal,Cloudy
7071,31,78,3.5,28,partly cloudy,1010.63,3,Spring,6.5,inland,Cloudy
7072,38,51,0.5,1,clear,1016.26,11,Summer,5,inland,Sunny
7073,33,95,6.5,75,partly cloudy,1007.64,2,Spring,4.5,mountain,Rainy
7074,35,50,8.5,11,clear,1016.88,10,Summer,10,coastal,Sunny
7075,29,75,13.5,21,overcast,903.45,9,Summer,10,coastal,Snowy
7076,-10,76,16,97,overcast,995.34,1,Winter,2.5,mountain,Snowy
7077,50,99,9,77,partly cloudy,1015.87,9,Autumn,4.5,inland,Sunny
7078,23,46,3.5,14,partly cloudy,1014.64,9,Winter,9,inland,Sunny
7079,31,92,11,96,partly cloudy,994.13,1,Autumn,4,mountain,Rainy
7080,40,61,6.5,19,clear,1017.34,11,Winter,9.5,coastal,Sunny
7081,24,72,12.5,76,overcast,1011.05,0,Autumn,2,coastal,Rainy
7082,35,70,8.5,28,cloudy,1130.56,10,Winter,14.5,coastal,Snowy
7083,28,60,12,64,partly cloudy,991.1,2,Winter,1.5,mountain,Rainy
7084,20,50,15,19,overcast,1015.34,3,Autumn,5.5,inland,Cloudy
7085,7,39,13,75,cloudy,886.4,1,Autumn,1.5,coastal,Snowy
7086,5,21,14.5,17,cloudy,886.6,13,Autumn,0.5,coastal,Cloudy
7087,1,98,12,89,overcast,993.5,1,Winter,1,mountain,Snowy
7088,22,27,3,13,clear,1028.45,9,Spring,6.5,mountain,Sunny
7089,11,65,7.5,92,partly cloudy,1000.24,0,Autumn,4,inland,Rainy
7090,42,28,4,16,partly cloudy,1019.22,6,Summer,6.5,inland,Sunny
7091,37,60,10.5,57,cloudy,1037.02,7,Summer,16.5,mountain,Rainy
7092,-2,76,17.5,78,overcast,995.71,0,Winter,4.5,mountain,Snowy
7093,39,23,2,10,clear,1014.5,8,Winter,6.5,coastal,Sunny
